team,season,role,position,shirt_number,full_name,country,is_overseas,birthdate
FC Barcelona,1950/1951,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1950/1951,Player,Forward,,Mateu Nicolau,Argentina,1,1920-08-18
FC Barcelona,1950/1951,Player,Forward,,Escudero,Spain,0,1923-02-22
FC Barcelona,1950/1951,Player,Forward,,Basora,Spain,0,1926-11-18
FC Barcelona,1950/1951,Player,Forward,,Manchón,Spain,0,1930-07-24
FC Barcelona,1950/1951,Player,Forward,,Peiro,Spain,0,1932-06-09
FC Barcelona,1950/1951,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1950/1951,Player,Goalkeeper,,Ramallets,Spain,0,1924-07-04
FC Barcelona,1950/1951,Staff,Manager,,Ferdinand Daučík,Slovakia,1,1910-05-31
FC Barcelona,1950/1951,Player,Midfielder,,Nicolae Simatoc,Romania,1,1920-05-01
FC Barcelona,1950/1951,Player,Midfielder,,Marcos Aureli,Argentina,1,1920-09-27
FC Barcelona,1950/1951,Player,Midfielder,,Canal,Spain,0,1922-03-21
FC Barcelona,1950/1951,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1950/1951,Player,Midfielder,,Aloy,Spain,0,1931-02-08
FC Barcelona,1950/1951,Player,Midfielder,,Bosch,Spain,0,1931-02-22
FC Barcelona,1950/1951,Player,Midfielder,,Torra,Spain,0,
FC Barcelona,1949/1950,Player,Defender,,Calo,Spain,0,1918-08-12
FC Barcelona,1949/1950,Player,Defender,,Gonzalvo II,Spain,0,1920-01-16
FC Barcelona,1949/1950,Player,Defender,,Corro,Spain,0,1920-12-28
FC Barcelona,1949/1950,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1949/1950,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1949/1950,Player,Defender,,José Seguer,Spain,0,1923-05-06
FC Barcelona,1949/1950,Player,Defender,,Isal,Spain,0,1923-11-27
FC Barcelona,1949/1950,Player,Defender,,Luis Prais,Uruguay,1,1925-02-24
FC Barcelona,1949/1950,Player,Defender,,Joan Segarra,Spain,0,1927-11-15
FC Barcelona,1949/1950,Player,Defender,,Biosca,Spain,0,1928-02-29
FC Barcelona,1949/1950,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1949/1950,Player,Forward,,Mateu Nicolau,Argentina,1,1920-08-18
FC Barcelona,1949/1950,Player,Forward,,Humberto Gimenez,Argentina,1,1923-12-31
FC Barcelona,1949/1950,Player,Forward,,Basora,Spain,0,1926-11-18
FC Barcelona,1949/1950,Player,Forward,,Navarro,Spain,0,1929-04-08
FC Barcelona,1949/1950,Player,Forward,,Manchón,Spain,0,1930-07-24
FC Barcelona,1949/1950,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1949/1950,Player,Goalkeeper,,Ramallets,Spain,0,1924-07-04
FC Barcelona,1949/1950,Staff,Manager,,Enrique Fernández,Uruguay,1,1912-06-10
FC Barcelona,1949/1950,Player,Midfielder,,Marcos Aureli,Argentina,1,1920-09-27
FC Barcelona,1949/1950,Player,Midfielder,,Sagrera,Spain,0,1921-08-15
FC Barcelona,1949/1950,Player,Midfielder,,Canal,Spain,0,1922-03-21
FC Barcelona,1949/1950,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1949/1950,Player,Midfielder,,Aretio,Spain,0,1922-07-10
FC Barcelona,1949/1950,Player,Midfielder,,Cerveró,Spain,0,1923-08-05
FC Barcelona,1949/1950,Player,Midfielder,,Torra,Spain,0,
FC Barcelona,1948/1949,Player,Defender,,Calo,Spain,0,1918-08-12
FC Barcelona,1948/1949,Player,Defender,,Elias,Spain,0,1919-11-06
FC Barcelona,1948/1949,Player,Defender,,Gonzalvo II,Spain,0,1920-01-16
FC Barcelona,1948/1949,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1948/1949,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1948/1949,Player,Defender,,José Seguer,Spain,0,1923-05-06
FC Barcelona,1948/1949,Player,Forward,,Florencio Caffaratti,Argentina,1,1919-05-03
FC Barcelona,1948/1949,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1948/1949,Player,Forward,,Mateu Nicolau,Argentina,1,1920-08-18
FC Barcelona,1948/1949,Player,Forward,,Humberto Gimenez,Argentina,1,1923-12-31
FC Barcelona,1948/1949,Player,Forward,,Serratusell,Spain,0,1924-01-06
FC Barcelona,1948/1949,Player,Forward,,Noguera,Spain,0,1926-05-01
FC Barcelona,1948/1949,Player,Forward,,Basora,Spain,0,1926-11-18
FC Barcelona,1948/1949,Player,Forward,,Badenes,Spain,0,1928-11-30
FC Barcelona,1948/1949,Player,Forward,,Navarro,Spain,0,1929-04-08
FC Barcelona,1948/1949,Player,Forward,,Manchón,Spain,0,1930-07-24
FC Barcelona,1948/1949,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1948/1949,Player,Goalkeeper,,Ramallets,Spain,0,1924-07-04
FC Barcelona,1948/1949,Staff,Manager,,Enrique Fernández,Uruguay,1,1912-06-10
FC Barcelona,1948/1949,Player,Midfielder,,Virgos,Spain,0,1920-08-19
FC Barcelona,1948/1949,Player,Midfielder,,Marcos Aureli,Argentina,1,1920-09-27
FC Barcelona,1948/1949,Player,Midfielder,,Sagrera,Spain,0,1921-08-15
FC Barcelona,1948/1949,Player,Midfielder,,Canal,Spain,0,1922-03-21
FC Barcelona,1948/1949,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1948/1949,Player,Midfielder,,Cerveró,Spain,0,1923-08-05
FC Barcelona,1948/1949,Player,Midfielder,,Torra,Spain,0,
FC Barcelona,1947/1948,Player,Defender,,Elias,Spain,0,1919-11-06
FC Barcelona,1947/1948,Player,Defender,,Gonzalvo II,Spain,0,1920-01-16
FC Barcelona,1947/1948,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1947/1948,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1947/1948,Player,Defender,,José Seguer,Spain,0,1923-05-06
FC Barcelona,1947/1948,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1947/1948,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1947/1948,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1947/1948,Player,Forward,,Florencio Caffaratti,Argentina,1,1919-05-03
FC Barcelona,1947/1948,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1947/1948,Player,Forward,,Cabeçao,Brazil,1,1919-11-25
FC Barcelona,1947/1948,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1947/1948,Player,Forward,,Periche,Spain,0,1922-04-28
FC Barcelona,1947/1948,Player,Forward,,Colino,Spain,0,1924-02-21
FC Barcelona,1947/1948,Player,Forward,,Noguera,Spain,0,1926-05-01
FC Barcelona,1947/1948,Player,Forward,,Basora,Spain,0,1926-11-18
FC Barcelona,1947/1948,Player,Forward,,Badenes,Spain,0,1928-11-30
FC Barcelona,1947/1948,Player,Forward,,Navarro,Spain,0,1929-04-08
FC Barcelona,1947/1948,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1947/1948,Player,Goalkeeper,,Ramallets,Spain,0,1924-07-04
FC Barcelona,1947/1948,Staff,Manager,,Enrique Fernández,Uruguay,1,1912-06-10
FC Barcelona,1947/1948,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1947/1948,Player,Midfielder,,Sans,Spain,0,1920-05-07
FC Barcelona,1947/1948,Player,Midfielder,,Virgos,Spain,0,1920-08-19
FC Barcelona,1947/1948,Player,Midfielder,,Amoros,Spain,0,1921-06-30
FC Barcelona,1947/1948,Player,Midfielder,,Canal,Spain,0,1922-03-21
FC Barcelona,1947/1948,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1947/1948,Player,Midfielder,,Rueda,Spain,0,1924-09-04
FC Barcelona,1946/1947,Player,Defender,,Calo,Spain,0,1918-08-12
FC Barcelona,1946/1947,Player,Defender,,Elias,Spain,0,1919-11-06
FC Barcelona,1946/1947,Player,Defender,,Gonzalvo II,Spain,0,1920-01-16
FC Barcelona,1946/1947,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1946/1947,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1946/1947,Player,Defender,,José Seguer,Spain,0,1923-05-06
FC Barcelona,1946/1947,Player,Forward,,Sospedra,Spain,0,1913-11-05
FC Barcelona,1946/1947,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1946/1947,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1946/1947,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1946/1947,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1946/1947,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1946/1947,Player,Forward,,Colino,Spain,0,1924-02-21
FC Barcelona,1946/1947,Player,Forward,,Basora,Spain,0,1926-11-18
FC Barcelona,1946/1947,Player,Forward,,Navarro,Spain,0,1929-04-08
FC Barcelona,1946/1947,Player,Goalkeeper,,Valero,Spain,0,1917-10-03
FC Barcelona,1946/1947,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1946/1947,Player,Goalkeeper,,Quique Martín,Spain,0,1925-06-03
FC Barcelona,1946/1947,Staff,Manager,,Samitier,Spain,0,1902-02-02
FC Barcelona,1946/1947,Player,Midfielder,,García,Spain,0,1912-12-20
FC Barcelona,1946/1947,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1946/1947,Player,Midfielder,,Sans,Spain,0,1920-05-07
FC Barcelona,1946/1947,Player,Midfielder,,Virgos,Spain,0,1920-08-19
FC Barcelona,1946/1947,Player,Midfielder,,Amoros,Spain,0,1921-06-30
FC Barcelona,1946/1947,Player,Midfielder,,Canal,Spain,0,1922-03-21
FC Barcelona,1946/1947,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1946/1947,Player,Midfielder,,Rueda,Spain,0,1924-09-04
FC Barcelona,1946/1947,Player,Midfielder,,Torra,Spain,0,
FC Barcelona,1945/1946,Player,Defender,,Cardús,Spain,0,1917-10-19
FC Barcelona,1945/1946,Player,Defender,,Calo,Spain,0,1918-08-12
FC Barcelona,1945/1946,Player,Defender,,Elias,Spain,0,1919-11-06
FC Barcelona,1945/1946,Player,Defender,,Gonzalvo II,Spain,0,1920-01-16
FC Barcelona,1945/1946,Player,Defender,,Soto,Spain,0,1920-12-14
FC Barcelona,1945/1946,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1945/1946,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1945/1946,Player,Defender,,José Seguer,Spain,0,1923-05-06
FC Barcelona,1945/1946,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1945/1946,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1945/1946,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1945/1946,Player,Forward,,Morera,Spain,0,1919-01-24
FC Barcelona,1945/1946,Player,Forward,,Peralta,Spain,0,1919-09-28
FC Barcelona,1945/1946,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1945/1946,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1945/1946,Player,Forward,,Gamonal,Spain,0,1922-06-01
FC Barcelona,1945/1946,Player,Forward,,Colino,Spain,0,1924-02-21
FC Barcelona,1945/1946,Player,Forward,,Tito,Spain,0,1926-02-06
FC Barcelona,1945/1946,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1945/1946,Staff,Manager,,Samitier,Spain,0,1902-02-02
FC Barcelona,1945/1946,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1945/1946,Player,Midfielder,,Vendell,Spain,0,1919-07-19
FC Barcelona,1945/1946,Player,Midfielder,,Sans,Spain,0,1920-05-07
FC Barcelona,1945/1946,Player,Midfielder,,Virgos,Spain,0,1920-08-19
FC Barcelona,1945/1946,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1944/1945,Player,Defender,,Zabalo,Spain,0,1910-06-10
FC Barcelona,1944/1945,Player,Defender,,Benito,Spain,0,1915-04-03
FC Barcelona,1944/1945,Player,Defender,,Calo,Spain,0,1918-08-12
FC Barcelona,1944/1945,Player,Defender,,Elias,Spain,0,1919-11-06
FC Barcelona,1944/1945,Player,Defender,,Gonzalvo II,Spain,0,1920-01-16
FC Barcelona,1944/1945,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1944/1945,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1944/1945,Player,Defender,,José Seguer,Spain,0,1923-05-06
FC Barcelona,1944/1945,Player,Forward,,Sospedra,Spain,0,1913-11-05
FC Barcelona,1944/1945,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1944/1945,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1944/1945,Player,Forward,,Basilio,Spain,0,1918-08-18
FC Barcelona,1944/1945,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1944/1945,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1944/1945,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1944/1945,Player,Forward,,Riba,Spain,0,1923-03-23
FC Barcelona,1944/1945,Player,Goalkeeper,,Valero,Spain,0,1917-10-03
FC Barcelona,1944/1945,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1944/1945,Player,Goalkeeper,,Quique Martín,Spain,0,1925-06-03
FC Barcelona,1944/1945,Staff,Manager,,Samitier,Spain,0,1902-02-02
FC Barcelona,1944/1945,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1944/1945,Player,Midfielder,,Sierra Sanz,Spain,0,1914-09-09
FC Barcelona,1944/1945,Player,Midfielder,,Sans,Spain,0,1920-05-07
FC Barcelona,1944/1945,Player,Midfielder,,Virgos,Spain,0,1920-08-19
FC Barcelona,1944/1945,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1944/1945,Player,Midfielder,,Rueda,Spain,0,1924-09-04
FC Barcelona,1943/1944,Player,Defender,,Benito,Spain,0,1915-04-03
FC Barcelona,1943/1944,Player,Defender,,Montserrat,Spain,0,1919-08-09
FC Barcelona,1943/1944,Player,Defender,,Elias,Spain,0,1919-11-06
FC Barcelona,1943/1944,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1943/1944,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1943/1944,Player,Defender,,José Seguer,Spain,0,1923-05-06
FC Barcelona,1943/1944,Player,Forward,,Betancourt,Spain,0,1913-02-04
FC Barcelona,1943/1944,Player,Forward,,Sospedra,Spain,0,1913-11-05
FC Barcelona,1943/1944,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1943/1944,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1943/1944,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1943/1944,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1943/1944,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1943/1944,Player,Forward,,Casamor,Spain,0,1920-11-04
FC Barcelona,1943/1944,Player,Forward,,Riba,Spain,0,1923-03-23
FC Barcelona,1943/1944,Player,Goalkeeper,,Valero,Spain,0,1917-10-03
FC Barcelona,1943/1944,Player,Goalkeeper,,Velasco,Spain,0,1922-11-14
FC Barcelona,1943/1944,Player,Goalkeeper,,Quique Martín,Spain,0,1925-06-03
FC Barcelona,1943/1944,Staff,Manager,,Nogués,Spain,0,1909-03-28
FC Barcelona,1943/1944,Player,Midfielder,,Rosalénch,Spain,0,1911-05-15
FC Barcelona,1943/1944,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1943/1944,Player,Midfielder,,Sierra Sanz,Spain,0,1914-09-09
FC Barcelona,1943/1944,Player,Midfielder,,Balmanya,Spain,0,1914-12-29
FC Barcelona,1943/1944,Player,Midfielder,,Sans,Spain,0,1920-05-07
FC Barcelona,1943/1944,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1942/1943,Player,Defender,,Zabala,Spain,0,1912-05-04
FC Barcelona,1942/1943,Player,Defender,,Benito,Spain,0,1915-04-03
FC Barcelona,1942/1943,Player,Defender,,Ceballos García,Spain,0,1916-08-05
FC Barcelona,1942/1943,Player,Defender,,Montserrat,Spain,0,1919-08-09
FC Barcelona,1942/1943,Player,Defender,,Curta,Spain,0,1922-02-22
FC Barcelona,1942/1943,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1942/1943,Player,Forward,,Betancourt,Spain,0,1913-02-04
FC Barcelona,1942/1943,Player,Forward,,Sospedra,Spain,0,1913-11-05
FC Barcelona,1942/1943,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1942/1943,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1942/1943,Player,Forward,,Gracía López,Spain,0,1917-11-15
FC Barcelona,1942/1943,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1942/1943,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1942/1943,Player,Forward,,César Rodríguez,Spain,0,1920-06-29
FC Barcelona,1942/1943,Player,Goalkeeper,,Miró,Spain,0,1913-03-03
FC Barcelona,1942/1943,Player,Goalkeeper,,Font Castell,Spain,0,1919-08-21
FC Barcelona,1942/1943,Player,Goalkeeper,,Argila,Spain,0,1920-12-26
FC Barcelona,1942/1943,Staff,Manager,,Nogués,Spain,0,1909-03-28
FC Barcelona,1942/1943,Player,Midfielder,,Rosalénch,Spain,0,1911-05-15
FC Barcelona,1942/1943,Player,Midfielder,,Franco Florensa,Spain,0,1911-10-25
FC Barcelona,1942/1943,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1942/1943,Player,Midfielder,,Sierra Sanz,Spain,0,1914-09-09
FC Barcelona,1942/1943,Player,Midfielder,,Balmanya,Spain,0,1914-12-29
FC Barcelona,1942/1943,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1941/1942,Player,Defender,,Zabala,Spain,0,1912-05-04
FC Barcelona,1941/1942,Player,Defender,,Benito,Spain,0,1915-04-03
FC Barcelona,1941/1942,Player,Defender,,Ceballos García,Spain,0,1916-08-05
FC Barcelona,1941/1942,Player,Defender,,Anguera,Spain,0,1921-02-14
FC Barcelona,1941/1942,Player,Defender,,Navarro,Spain,0,1921-08-02
FC Barcelona,1941/1942,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1941/1942,Player,Defender,,Martínez Alama,Spain,0,1925-01-14
FC Barcelona,1941/1942,Player,Forward,,Sospedra,Spain,0,1913-11-05
FC Barcelona,1941/1942,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1941/1942,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1941/1942,Player,Forward,,Gracía López,Spain,0,1917-11-15
FC Barcelona,1941/1942,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1941/1942,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1941/1942,Player,Forward,,Serratusell,Spain,0,1924-01-06
FC Barcelona,1941/1942,Player,Forward,,Orriols,Spain,0,
FC Barcelona,1941/1942,Player,Goalkeeper,,Nogués,Spain,0,1909-03-28
FC Barcelona,1941/1942,Player,Goalkeeper,,Miró,Spain,0,1913-03-03
FC Barcelona,1941/1942,Player,Goalkeeper,,Colominas,Spain,0,1916-09-16
FC Barcelona,1941/1942,Player,Goalkeeper,,Argila,Spain,0,1920-12-26
FC Barcelona,1941/1942,Staff,Manager,,Nogués,Spain,0,1909-03-28
FC Barcelona,1941/1942,Player,Midfielder,,Rosalénch,Spain,0,1911-05-15
FC Barcelona,1941/1942,Player,Midfielder,,Franco Florensa,Spain,0,1911-10-25
FC Barcelona,1941/1942,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1941/1942,Player,Midfielder,,Balmanya,Spain,0,1914-12-29
FC Barcelona,1941/1942,Player,Midfielder,,Nieto,Spain,0,1915-11-08
FC Barcelona,1941/1942,Player,Midfielder,,Llacer,Spain,0,1916-01-07
FC Barcelona,1941/1942,Player,Midfielder,,Herrera García,Spain,0,
FC Barcelona,1940/1941,Player,Defender,,Benito,Spain,0,1915-04-03
FC Barcelona,1940/1941,Player,Defender,,León Rovira,Spain,0,1915-08-13
FC Barcelona,1940/1941,Player,Defender,,Ceballos García,Spain,0,1916-08-05
FC Barcelona,1940/1941,Player,Defender,,Santacatalina,Spain,0,1919-08-14
FC Barcelona,1940/1941,Player,Defender,,Anguera,Spain,0,1921-02-14
FC Barcelona,1940/1941,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1940/1941,Player,Defender,,Gonzalez,Spain,0,
FC Barcelona,1940/1941,Player,Defender,,Saló,Spain,0,
FC Barcelona,1940/1941,Player,Forward,,Colomer,Spain,0,1913-03-17
FC Barcelona,1940/1941,Player,Forward,,Vergara,Spain,0,1913-09-13
FC Barcelona,1940/1941,Player,Forward,,Sospedra,Spain,0,1913-11-05
FC Barcelona,1940/1941,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1940/1941,Player,Forward,,Quique Pérez,Spain,0,1914-09-27
FC Barcelona,1940/1941,Player,Forward,,Bravo,Spain,0,1916-02-18
FC Barcelona,1940/1941,Player,Forward,,Gracía López,Spain,0,1917-11-15
FC Barcelona,1940/1941,Player,Forward,,Valle Mas,Spain,0,1918-11-13
FC Barcelona,1940/1941,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1940/1941,Player,Goalkeeper,,Nogués,Spain,0,1909-03-28
FC Barcelona,1940/1941,Player,Goalkeeper,,Miró,Spain,0,1913-03-03
FC Barcelona,1940/1941,Player,Goalkeeper,,Argila,Spain,0,1920-12-26
FC Barcelona,1940/1941,Staff,Manager,,Josep Planas,Spain,0,1901-04-14
FC Barcelona,1940/1941,Player,Midfielder,,Pedrol,Spain,0,1909-10-21
FC Barcelona,1940/1941,Player,Midfielder,,Rosalénch,Spain,0,1911-05-15
FC Barcelona,1940/1941,Player,Midfielder,,Franco Florensa,Spain,0,1911-10-25
FC Barcelona,1940/1941,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1940/1941,Player,Midfielder,,Va,Spain,0,1913-11-18
FC Barcelona,1940/1941,Player,Midfielder,,Llacer,Spain,0,1916-01-07
FC Barcelona,1940/1941,Player,Midfielder,,Gonzalvo,Spain,0,1922-03-22
FC Barcelona,1939/1940,Player,Defender,,Valcarcel,Spain,0,1908-08-24
FC Barcelona,1939/1940,Player,Defender,,Riera,Spain,0,1912-12-12
FC Barcelona,1939/1940,Player,Defender,,Garcerrán,Spain,0,1913-08-28
FC Barcelona,1939/1940,Player,Defender,,Benito,Spain,0,1915-04-03
FC Barcelona,1939/1940,Player,Defender,,León Rovira,Spain,0,1915-08-13
FC Barcelona,1939/1940,Player,Defender,,Calvet,Spain,0,1922-09-29
FC Barcelona,1939/1940,Player,Defender,,Ribas,Spain,0,
FC Barcelona,1939/1940,Player,Forward,,Hilario,Spain,0,1905-12-08
FC Barcelona,1939/1940,Player,Forward,,Emilín García,Spain,0,1912-09-12
FC Barcelona,1939/1940,Player,Forward,,Fuentes Campesino,Spain,0,1913-04-20
FC Barcelona,1939/1940,Player,Forward,,Sospedra,Spain,0,1913-11-05
FC Barcelona,1939/1940,Player,Forward,,Herrerita,Spain,0,1914-07-05
FC Barcelona,1939/1940,Player,Forward,,Pascual Ros,Argentina,1,1915-08-19
FC Barcelona,1939/1940,Player,Forward,,Pachi,Spain,0,1917-07-21
FC Barcelona,1939/1940,Player,Forward,,Gracía López,Spain,0,1917-11-15
FC Barcelona,1939/1940,Player,Forward,,Miranda,Spain,0,1919-05-10
FC Barcelona,1939/1940,Player,Forward,,Martín,Spain,0,1919-10-20
FC Barcelona,1939/1940,Player,Forward,,Olive,Spain,0,1921-05-18
FC Barcelona,1939/1940,Player,Goalkeeper,,Nogués,Spain,0,1909-03-28
FC Barcelona,1939/1940,Player,Goalkeeper,,Miró,Spain,0,1913-03-03
FC Barcelona,1939/1940,Staff,Manager,,Josep Planas,Spain,0,1901-04-14
FC Barcelona,1939/1940,Player,Midfielder,,Rosalénch,Spain,0,1911-05-15
FC Barcelona,1939/1940,Player,Midfielder,,Franco Florensa,Spain,0,1911-10-25
FC Barcelona,1939/1940,Player,Midfielder,,Rocasolano,Spain,0,1913-03-27
FC Barcelona,1939/1940,Player,Midfielder,,Raich,Spain,0,1913-08-28
FC Barcelona,1939/1940,Player,Midfielder,,Muntaner,Spain,0,1916-02-02
FC Barcelona,1939/1940,Player,Midfielder,,Homedes,Spain,0,1920-11-17
FC Barcelona,1939/1940,Player,Midfielder,,Soler,Spain,0,
FC Barcelona,1938/1939,Staff,Manager,,Pat O'Connell,Ireland,1,1887-03-08
FC Barcelona,1937/1938,Staff,Manager,,Pat O'Connell,Ireland,1,1887-03-08
FC Barcelona,1936/1937,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1936/1937,Staff,Manager,,Pat O'Connell,Ireland,1,1887-03-08
FC Barcelona,1936/1937,Player,Midfielder,,Balmanya,Spain,0,1914-12-29
FC Barcelona,1935/1936,Player,Defender,,Rafa Mas,Spain,0,1908-05-09
FC Barcelona,1935/1936,Player,Defender,,Areso,Spain,0,1909-03-15
FC Barcelona,1935/1936,Player,Defender,,Zabalo,Spain,0,1910-06-10
FC Barcelona,1935/1936,Player,Defender,,Argemi,Spain,0,1913-02-10
FC Barcelona,1935/1936,Player,Defender,,Aubach,Spain,0,1917-03-11
FC Barcelona,1935/1936,Player,Defender,,Bayo,Spain,0,1919-12-08
FC Barcelona,1935/1936,Player,Forward,,Torredeflot,Spain,0,1905-06-29
FC Barcelona,1935/1936,Player,Forward,,Ventolrá,Spain,0,1906-12-16
FC Barcelona,1935/1936,Player,Forward,,Barceló Font,Spain,0,1911-01-31
FC Barcelona,1935/1936,Player,Forward,,Enrique Fernández,Uruguay,1,1912-06-10
FC Barcelona,1935/1936,Player,Forward,,Escola,Spain,0,1914-08-28
FC Barcelona,1935/1936,Player,Forward,,Garcia,Spain,0,
FC Barcelona,1935/1936,Player,Forward,,Munlloch,Spain,0,
FC Barcelona,1935/1936,Player,Forward,,Pages,Spain,0,
FC Barcelona,1935/1936,Player,Forward,,Polo,Spain,0,
FC Barcelona,1935/1936,Player,Goalkeeper,,Llorens,Spain,0,1906-11-01
FC Barcelona,1935/1936,Player,Goalkeeper,,Iborra,Spain,0,1908-06-12
FC Barcelona,1935/1936,Player,Goalkeeper,,Nogués,Spain,0,1909-03-28
FC Barcelona,1935/1936,Staff,Manager,,Pat O'Connell,Ireland,1,1887-03-08
FC Barcelona,1935/1936,Player,Midfielder,,Elemér Berkessy,Hungary,1,1905-06-20
FC Barcelona,1935/1936,Player,Midfielder,,Pedrol,Spain,0,1909-10-21
FC Barcelona,1935/1936,Player,Midfielder,,Franco Florensa,Spain,0,1911-10-25
FC Barcelona,1935/1936,Player,Midfielder,,Bardina,Spain,0,1912-04-09
FC Barcelona,1935/1936,Player,Midfielder,,Raich,Spain,0,1913-08-28
